gene_id,gene_name
ENSG00000163666,HESX1
ENSG00000157500,APPL1
ENSG00000174844,DNAH12
ENSG00000174840,PDE12
ENSG00000168374,ARF4
ENSG00000174839,DENND6A
ENSG00000239801,DENND6A-AS1
ENSG00000163681,SLMAP
ENSG00000136068,FLNB
ENSG00000163686,ABHD6
ENSG00000163684,RPP14
ENSG00000168297,PXK
ENSG00000168291,PDHB
ENSG00000168301,KCTD6
ENSG00000163689,C3orf67
ENSG00000243295,AC126121.3
ENSG00000189283,FHIT
ENSG00000144724,PTPRG
ENSG00000163634,THOC7
ENSG00000285399,AC104162.2
ENSG00000163635,ATXN7
ENSG00000239653,PSMD6-AS2
ENSG00000163636,PSMD6
ENSG00000144741,SLC25A26
ENSG00000144749,LRIG1
ENSG00000163376,KBTBD8
ENSG00000172340,SUCLG2
ENSG00000241316,SUCLG2-AS1
ENSG00000183662,TAFA1
ENSG00000163378,EOGT
ENSG00000244513,AC109587.1
ENSG00000144747,TMF1
ENSG00000144744,UBA3
ENSG00000144746,ARL6IP5
ENSG00000114541,FRMD4B
ENSG00000187098,MITF
ENSG00000114861,FOXP1
ENSG00000244203,FOXP1-AS1
ENSG00000242094,FOXP1-IT1
ENSG00000277855,AC097634.3
ENSG00000270562,AC097634.1
ENSG00000163412,EIF4E3
ENSG00000163421,PROK2
ENSG00000241163,LINC00877
ENSG00000163602,RYBP
ENSG00000144736,SHQ1
ENSG00000172986,GXYLT2
ENSG00000163605,PPP4R2
ENSG00000255423,EBLN2
ENSG00000272690,LINC02018
ENSG00000227124,ZNF717
ENSG00000169855,ROBO1
ENSG00000114480,GBE1
ENSG00000083937,CHMP2B
ENSG00000163320,CGGBP1
ENSG00000175105,ZNF654
ENSG00000179021,C3orf38
ENSG00000169379,ARL13B
ENSG00000178700,DHFR2
ENSG00000178694,NSUN3
ENSG00000269028,MTRNR2L12
ENSG00000113966,ARL6
ENSG00000080200,CRYBG3
ENSG00000170854,RIOX2
ENSG00000080822,CLDND1
ENSG00000286602,AC021660.4
ENSG00000080819,CPOX
ENSG00000064225,ST3GAL6
ENSG00000057019,DCBLD2
ENSG00000184220,CMSS1
ENSG00000168386,FILIP1L
ENSG00000287378,AC129803.1
ENSG00000036054,TBC1D23
ENSG00000114021,NIT2
ENSG00000154174,TOMM70
ENSG00000206535,LNP1
ENSG00000114354,TFG
ENSG00000081148,IMPG2
ENSG00000138468,SENP7
ENSG00000174173,TRMT10C
ENSG00000081154,PCNP
ENSG00000066422,ZBTB11
ENSG00000256628,ZBTB11-AS1
ENSG00000114391,RPL24
ENSG00000286699,AC084198.2
ENSG00000182504,CEP97
ENSG00000144815,NXPE3
ENSG00000144802,NFKBIZ
ENSG00000170017,ALCAM
ENSG00000114423,CBLB
ENSG00000243701,DUBR
ENSG00000114439,BBX
ENSG00000279277,AC012020.1
ENSG00000196776,CD47
ENSG00000271856,LINC01215
ENSG00000114446,IFT57
ENSG00000163507,CIP2A
ENSG00000198919,DZIP3
ENSG00000163519,TRAT1
ENSG00000121570,DPPA4
ENSG00000177707,NECTIN3
ENSG00000153283,CD96
ENSG00000240891,PLCXD2
ENSG00000144824,PHLDB2
ENSG00000144827,ABHD10
ENSG00000114529,C3orf52
ENSG00000174500,GCSAM
ENSG00000091972,CD200
ENSG00000186265,BTLA
ENSG00000144848,ATG3
ENSG00000138459,SLC35A5
ENSG00000163606,CD200R1
ENSG00000163607,GTPBP8
ENSG00000163608,NEPRO
ENSG00000240057,AC078785.1
ENSG00000206530,CFAP44
ENSG00000163611,SPICE1
ENSG00000072858,SIDT1
ENSG00000176542,USF3
ENSG00000121579,NAA50
ENSG00000114573,ATP6V1A
ENSG00000178075,GRAMD1C
ENSG00000184307,ZDHHC23
ENSG00000163617,CCDC191
ENSG00000287805,AC128687.3
ENSG00000151576,QTRT2
ENSG00000241490,AC093010.2
ENSG00000181847,TIGIT
ENSG00000181722,ZBTB20
ENSG00000241560,ZBTB20-AS1
ENSG00000242290,ZBTB20-AS5
ENSG00000242880,AC026341.1
ENSG00000185565,LSAMP
ENSG00000121578,B4GALT4
ENSG00000240254,B4GALT4-AS1
ENSG00000031081,ARHGAP31
ENSG00000176142,TMEM39A
ENSG00000163389,POGLUT1
ENSG00000113845,TIMMDC1
ENSG00000138495,COX17
ENSG00000082701,GSK3B
ENSG00000242622,AC092910.3
ENSG00000163428,LRRC58
ENSG00000065518,NDUFB4
ENSG00000113924,HGD
ENSG00000144840,RABL3
ENSG00000153767,GTF2E1
ENSG00000051341,POLQ
ENSG00000180353,HCLS1
ENSG00000173230,GOLGB1
ENSG00000173226,IQCB1
ENSG00000145088,EAF2
ENSG00000163406,SLC15A2
ENSG00000114013,CD86
ENSG00000121552,CSTA
ENSG00000160124,CCDC58
ENSG00000114023,FAM162A
ENSG00000196981,WDR5B
ENSG00000272758,AC083798.2
ENSG00000114030,KPNA1
ENSG00000138496,PARP9
ENSG00000163840,DTX3L
ENSG00000173200,PARP15
ENSG00000173193,PARP14
ENSG00000169087,HSPBAP1
ENSG00000138463,SLC49A4
ENSG00000065485,PDIA5
ENSG00000121542,SEC22A
ENSG00000206527,HACD2
ENSG00000239523,MYLK-AS1
ENSG00000065534,MYLK
ENSG00000175455,CCDC14
ENSG00000160145,KALRN
ENSG00000114491,UMPS
ENSG00000082781,ITGB5
ENSG00000173706,HEG1
ENSG00000163848,ZNF148
ENSG00000114520,SNX4
ENSG00000144909,OSBPL11
ENSG00000284624,AC092902.4
ENSG00000241288,LINC02614
ENSG00000114544,SLC41A3
ENSG00000070476,ZXDC
ENSG00000197763,TXNRD3
ENSG00000159685,CHCHD6
ENSG00000114554,PLXNA1
ENSG00000163870,TPRA1
ENSG00000073111,MCM2
ENSG00000114626,ABTB1
ENSG00000074416,MGLL
ENSG00000187715,KBTBD12
ENSG00000058262,SEC61A1
ENSG00000175792,RUVBL1
ENSG00000132394,EEFSEC
ENSG00000179348,GATA2
ENSG00000163902,RPN1
ENSG00000075785,RAB7A
ENSG00000177646,ACAD9
ENSG00000114656,KIAA1257
ENSG00000114654,EFCC1
ENSG00000172780,RAB43
ENSG00000240682,ISY1
ENSG00000169714,CNBP
ENSG00000181789,COPG1
ENSG00000183624,HMCES
ENSG00000184897,H1FX
ENSG00000206417,H1FX-AS1
ENSG00000172771,EFCAB12
ENSG00000129071,MBD4
ENSG00000163913,IFT122
ENSG00000004399,PLXND1
ENSG00000172765,TMCC1
ENSG00000203644,AC083799.1
ENSG00000271270,TMCC1-AS1
ENSG00000251287,ALG1L2
ENSG00000249846,LINC02021
ENSG00000196455,PIK3R4
ENSG00000017260,ATP2C1
ENSG00000034533,ASTE1
ENSG00000114670,NEK11
ENSG00000250608,AC010210.1
ENSG00000198585,NUDT16
ENSG00000114686,MRPL3
ENSG00000014257,ACPP
ENSG00000138246,DNAJC13
ENSG00000240303,ACAD11
ENSG00000081307,UBA5
ENSG00000113971,NPHP3
ENSG00000091527,CDV3
ENSG00000163781,TOPBP1
ENSG00000144867,SRPRB
ENSG00000154917,RAB6B
ENSG00000163785,RYK
ENSG00000182923,CEP63
ENSG00000154928,EPHB1
ENSG00000073711,PPP2R3A
ENSG00000174579,MSL2
ENSG00000114054,PCCB
ENSG00000118007,STAG1
ENSG00000168917,SLC35G2
ENSG00000239213,NCK1-DT
ENSG00000158092,NCK1
ENSG00000174564,IL20RB
ENSG00000138231,DBR1
ENSG00000114098,ARMC8
ENSG00000181322,NME9
ENSG00000114107,CEP70
ENSG00000158234,FAIM
ENSG00000051382,PIK3CB
ENSG00000175110,MRPS22
ENSG00000184432,COPB2
ENSG00000248932,AC046134.2
ENSG00000163864,NMNAT3
ENSG00000114120,SLC25A36
ENSG00000155893,PXYLP1
ENSG00000177311,ZBTB38
ENSG00000155903,RASA2
ENSG00000114125,RNF7
ENSG00000114124,GRK7
ENSG00000069849,ATP1B3
ENSG00000114126,TFDP2
ENSG00000175066,GK5
ENSG00000114127,XRN1
ENSG00000175054,ATR
ENSG00000120756,PLS1
ENSG00000144935,TRPC1
ENSG00000188582,PAQR9
ENSG00000163714,U2SURP
ENSG00000175040,CHST2
ENSG00000241679,AC018450.1
ENSG00000181804,SLC9A9
ENSG00000181744,DIPK2A
ENSG00000152952,PLOD2
ENSG00000114698,PLSCR4
ENSG00000188313,PLSCR1
ENSG00000285557,AC069410.1
ENSG00000153002,CPB1
ENSG00000163754,GYG1
ENSG00000071794,HLTF
ENSG00000163755,HPS3
ENSG00000018408,WWTR1
ENSG00000114744,COMMD2
ENSG00000206199,ANKUB1
ENSG00000082996,RNF13
ENSG00000196428,TSC22D2
ENSG00000120742,SERP1
ENSG00000144895,EIF2A
ENSG00000198843,SELENOT
ENSG00000163645,ERICH6
ENSG00000240137,ERICH6-AS1
ENSG00000181788,SIAH2
ENSG00000244265,SIAH2-AS1
ENSG00000144893,MED12L
ENSG00000174946,GPR171
ENSG00000174944,P2RY14
ENSG00000181631,P2RY13
ENSG00000239941,AC108718.1
ENSG00000152601,MBNL1
ENSG00000229619,MBNL1-AS1
ENSG00000243305,AC026347.1
ENSG00000169860,P2RY1
ENSG00000181467,RAP2B
ENSG00000238755,LINC02006
ENSG00000174953,DHX36
ENSG00000196549,MME
ENSG00000174928,C3orf33
ENSG00000169359,SLC33A1
ENSG00000163655,GMPS
ENSG00000114850,SSR3
ENSG00000163659,TIPARP
ENSG00000240875,LINC00886
ENSG00000197980,LEKR1
ENSG00000163660,CCNL1
ENSG00000243176,AC092944.1
ENSG00000174891,RSRC1
ENSG00000178053,MLF1
ENSG00000168827,GFM1
ENSG00000079257,LXN
ENSG00000118855,MFSD1
ENSG00000283154,IQCJ-SCHIP1
ENSG00000244040,IL12A-AS1
ENSG00000068885,IFT80
ENSG00000113810,SMC4
ENSG00000213186,TRIM59
ENSG00000186432,KPNA4
ENSG00000163590,PPM1L
ENSG00000169255,B3GALNT1
ENSG00000169251,NMD3
ENSG00000244128,LINC01322
ENSG00000114204,SERPINI2
ENSG00000174776,WDR49
ENSG00000114209,PDCD10
ENSG00000163536,SERPINI1
ENSG00000173905,GOLIM4
ENSG00000085276,MECOM
ENSG00000085274,MYNN
ENSG00000171757,LRRC34
ENSG00000008952,SEC62
ENSG00000173890,GPR160
ENSG00000173889,PHC3
ENSG00000163558,PRKCI
ENSG00000136603,SKIL
ENSG00000163584,RPL22L1
ENSG00000163577,EIF5A2
ENSG00000154310,TNIK
ENSG00000075651,PLD1
ENSG00000075420,FNDC3B
ENSG00000121858,TNFSF10
ENSG00000144959,NCEH1
ENSG00000114346,ECT2
ENSG00000169760,NLGN1
ENSG00000177694,NAALADL2
ENSG00000177565,TBL1XR1
ENSG00000237978,KCNMB2-AS1
ENSG00000172667,ZMAT3
ENSG00000121879,PIK3CA
ENSG00000171121,KCNMB3
ENSG00000121864,ZNF639
ENSG00000171109,MFN1
ENSG00000114450,GNB4
ENSG00000136518,ACTL6A
ENSG00000136522,MRPL47
ENSG00000136521,NDUFB5
ENSG00000058056,USP13
ENSG00000163728,TTC14
ENSG00000114416,FXR1
ENSG00000205981,DNAJC19
ENSG00000242808,SOX2-OT
ENSG00000058063,ATP11B
ENSG00000043093,DCUN1D1
ENSG00000078070,MCCC1
ENSG00000053524,MCF2L2
ENSG00000176597,B3GNT5
ENSG00000172578,KLHL6
ENSG00000114796,KLHL24
ENSG00000163872,YEATS2
ENSG00000175193,PARL
ENSG00000114770,ABCC5
ENSG00000145191,EIF2B5
ENSG00000161202,DVL3
ENSG00000161203,AP2M1
ENSG00000161204,ABCF3
ENSG00000214160,ALG3
ENSG00000175166,PSMD2
ENSG00000114867,EIF4G1
ENSG00000175182,FAM131A
ENSG00000114859,CLCN2
ENSG00000163882,POLR2H
ENSG00000177383,MAGEF1
ENSG00000156931,VPS8
ENSG00000113790,EHHADH
ENSG00000073803,MAP3K13
ENSG00000163900,TMEM41A
ENSG00000163904,SENP2
ENSG00000073792,IGF2BP2
ENSG00000136527,TRA2B
ENSG00000244405,ETV5
ENSG00000058866,DGKG
ENSG00000213139,CRYGS
ENSG00000113838,TBCCD1
ENSG00000090520,DNAJB11
ENSG00000197099,AC068631.1
ENSG00000156976,EIF4A2
ENSG00000163918,RFC4
ENSG00000073849,ST6GAL1
ENSG00000163923,RPL39L
ENSG00000113916,BCL6
ENSG00000285938,AC072022.2
ENSG00000145012,LPP
ENSG00000188001,TPRG1
ENSG00000090530,P3H2
ENSG00000196083,IL1RAP
ENSG00000152492,CCDC50
ENSG00000180611,MB21D2
ENSG00000127249,ATP13A4
ENSG00000198836,OPA1
ENSG00000133657,ATP13A3
ENSG00000233058,LINC00884
ENSG00000231770,TMEM44-AS1
ENSG00000145014,TMEM44
ENSG00000041802,LSG1
ENSG00000185112,FAM43A
ENSG00000173950,XXYLT1
ENSG00000114331,ACAP2
ENSG00000184203,PPP1R2
ENSG00000223711,AC069213.1
ENSG00000176945,MUC20
ENSG00000061938,TNK2
ENSG00000072274,TFRC
ENSG00000161217,PCYT1A
ENSG00000213123,TCTEX1D2
ENSG00000235897,TM4SF19-AS1
ENSG00000163960,UBXN7
ENSG00000163961,RNF168
ENSG00000185798,WDR53
ENSG00000174013,FBXO45
ENSG00000174004,NRROS
ENSG00000163964,PIGX
ENSG00000174007,CEP19
ENSG00000180370,PAK2
ENSG00000119231,SENP5
ENSG00000230732,AC016949.1
ENSG00000114503,NCBP2
ENSG00000270170,NCBP2AS2
ENSG00000119227,PIGZ
ENSG00000163975,MELTF
ENSG00000075711,DLG1
ENSG00000161267,BDH1
ENSG00000286909,AC024560.4
ENSG00000145016,RUBCN
ENSG00000122068,FYTTD1
ENSG00000186001,LRCH3
ENSG00000114473,IQCG
ENSG00000182899,RPL35A
ENSG00000185621,LMLN
ENSG00000272602,ZNF595
ENSG00000250312,ZNF718
ENSG00000131127,ZNF141
ENSG00000281016,AC092574.2
ENSG00000182903,ZNF721
ENSG00000174227,PIGG
ENSG00000133256,PDE6B
ENSG00000169020,ATP5ME
ENSG00000215375,MYL5
ENSG00000185619,PCGF3
ENSG00000249592,AC139887.2
ENSG00000178950,GAK
ENSG00000127419,TMEM175
ENSG00000145214,DGKQ
ENSG00000127415,IDUA
ENSG00000127418,FGFRL1
ENSG00000178222,RNF212
ENSG00000251652,AC092535.4
ENSG00000159674,SPON2
ENSG00000159692,CTBP1
ENSG00000196810,CTBP1-DT
ENSG00000090316,MAEA
ENSG00000163945,UVSSA
ENSG00000288380,CRIPAK
ENSG00000174137,FAM53A
ENSG00000163950,SLBP
ENSG00000013810,TACC3
ENSG00000168936,TMEM129
ENSG00000168924,LETM1
ENSG00000109685,NSD2
ENSG00000185049,NELFA
ENSG00000243449,C4orf48
ENSG00000130997,POLN
ENSG00000214367,HAUS3
ENSG00000123933,MXD4
ENSG00000159733,ZFYVE28
ENSG00000063978,RNF4
ENSG00000125386,FAM193A
ENSG00000168884,TNIP2
ENSG00000087266,SH3BP2
ENSG00000087274,ADD1
ENSG00000109736,MFSD10
ENSG00000249673,NOP14-AS1
ENSG00000087269,NOP14
ENSG00000125388,GRK4
ENSG00000197386,HTT
ENSG00000251075,HTT-AS
ENSG00000159788,RGS12
ENSG00000163956,LRPAP1
ENSG00000132406,TMEM128
ENSG00000145220,LYAR
ENSG00000168826,ZBTB49
ENSG00000168824,NSG1
ENSG00000168818,STX18
ENSG00000247708,STX18-AS1
ENSG00000152953,STK32B
ENSG00000173040,EVC2
ENSG00000013288,MAN2B2
ENSG00000179010,MRFAP1
ENSG00000170846,AC093323.1
ENSG00000246526,LINC002481
ENSG00000178988,MRFAP1L1
ENSG00000186222,BLOC1S4
ENSG00000170871,KIAA0232
ENSG00000132405,TBC1D14
ENSG00000173011,TADA2B
ENSG00000109519,GRPEL1
ENSG00000184985,SORCS2
ENSG00000196526,AFAP1
ENSG00000163995,ABLIM2
ENSG00000125089,SH3TC1
ENSG00000087008,ACOX3
ENSG00000155275,TRMT44
ENSG00000288075,AC108519.1
ENSG00000287117,AC105916.1
ENSG00000109667,SLC2A9
ENSG00000261490,AC005674.2
ENSG00000071127,WDR1
ENSG00000178163,ZNF518B
ENSG00000109684,CLNK
ENSG00000287778,AC006230.1
ENSG00000157869,RAB28
ENSG00000038219,BOD1L1
ENSG00000249988,AC092546.1
ENSG00000248360,LINC00504
ENSG00000137449,CPEB2
ENSG00000249252,AC098829.1
ENSG00000048342,CC2D2A
ENSG00000118564,FBXL5
ENSG00000237765,FAM200B
ENSG00000109743,BST1
ENSG00000004468,CD38
ENSG00000137441,FGFBP2
ENSG00000007062,PROM1
ENSG00000169762,TAPT1
ENSG00000263327,TAPT1-AS1
ENSG00000169744,LDB2
ENSG00000151552,QDPR
ENSG00000002549,LAP3
ENSG00000249502,AC006160.1
ENSG00000118579,MED28
ENSG00000047662,FAM184B
ENSG00000163257,DCAF16
ENSG00000109805,NCAPG
ENSG00000178177,LCORL
ENSG00000163138,PACRGL
ENSG00000185774,KCNIP4
ENSG00000152990,ADGRA3
ENSG00000109606,DHX15
ENSG00000181982,CCDC149
ENSG00000109618,SEPSECS
ENSG00000281501,SEPSECS-AS1
ENSG00000038210,PI4K2B
ENSG00000168228,ZCCHC4
ENSG00000053900,ANAPC4
ENSG00000091490,SEL1L3
ENSG00000250317,SMIM20
ENSG00000168214,RBPJ
ENSG00000109680,TBC1D19
ENSG00000109689,STIM2
ENSG00000047365,ARAP2
ENSG00000197057,DTHD1
ENSG00000154274,C4orf19
ENSG00000181826,RELL1
ENSG00000169299,PGM2
ENSG00000065882,TBC1D1
ENSG00000231160,KLF3-AS1
ENSG00000109787,KLF3
ENSG00000174123,TLR10
ENSG00000174125,TLR1
ENSG00000174130,TLR6
ENSG00000197712,FAM114A1
ENSG00000121895,TMEM156
ENSG00000109790,KLHL5
ENSG00000249207,AC079921.1
ENSG00000157796,WDR19
ENSG00000035928,RFC1
ENSG00000163682,RPL9
ENSG00000121897,LIAS
ENSG00000109814,UGDH
ENSG00000249348,UGDH-AS1
ENSG00000163683,SMIM14
ENSG00000078140,UBE2K
ENSG00000121892,PDS5A
ENSG00000078177,N4BP2
ENSG00000168421,RHOH
ENSG00000163694,RBM47
ENSG00000179299,NSUN7
ENSG00000163697,APBB2
ENSG00000064042,LIMCH1
ENSG00000249771,AC108210.1
ENSG00000109133,TMEM33
ENSG00000014824,SLC30A9
ENSG00000188848,BEND4
ENSG00000124406,ATP8A1
ENSG00000151806,GUF1
ENSG00000163281,GNPDA2
ENSG00000169019,COMMD8
ENSG00000145246,ATP10D
ENSG00000282917,AC107068.2
ENSG00000170448,NFXL1
ENSG00000163293,NIPAL1
ENSG00000074966,TXK
ENSG00000135605,TEC
ENSG00000109171,SLAIN2
ENSG00000075539,FRYL
ENSG00000109180,OCIAD1
ENSG00000145247,OCIAD2
ENSG00000109184,DCUN1D4
ENSG00000163069,SGCB
ENSG00000109189,USP46
ENSG00000226950,DANCR
ENSG00000184178,SCFD2
ENSG00000145216,FIP1L1
ENSG00000072201,LNX1
ENSG00000109220,CHIC2
ENSG00000157404,KIT
ENSG00000128039,SRD5A3
ENSG00000134851,TMEM165
ENSG00000134852,CLOCK
ENSG00000090989,EXOC1
ENSG00000174799,CEP135
ENSG00000109265,KIAA1211
ENSG00000157426,AASDH
ENSG00000128059,PPAT
ENSG00000128050,PAICS
ENSG00000174780,SRP72
ENSG00000196503,ARL9
ENSG00000249693,THEGL
ENSG00000171476,HOPX
ENSG00000128040,SPINK2
ENSG00000084093,REST
ENSG00000084092,NOA1
ENSG00000047315,POLR2B
ENSG00000163453,IGFBP7
ENSG00000150471,ADGRL3
ENSG00000250075,AC104806.2
ENSG00000145241,CENPC
ENSG00000035720,STAP1
ENSG00000033178,UBA6
ENSG00000248049,UBA6-AS1
ENSG00000083896,YTHDC1
ENSG00000173597,SULT1B1
ENSG00000132465,JCHAIN
ENSG00000132467,UTP3
ENSG00000018189,RUFY3
ENSG00000132463,GRSF1
ENSG00000173542,MOB1B
ENSG00000156136,DCK
ENSG00000080493,SLC4A4
ENSG00000156140,ADAMTS3
ENSG00000163626,COX18
ENSG00000132466,ANKRD17
ENSG00000250220,AC053527.2
ENSG00000169429,CXCL8
ENSG00000163734,CXCL3
ENSG00000081041,CXCL2
ENSG00000163738,MTHFD2L
ENSG00000124882,EREG
ENSG00000109321,AREG
ENSG00000169116,PARM1
ENSG00000163743,RCHY1
ENSG00000174796,THAP6
ENSG00000138757,G3BP2
ENSG00000138768,USO1
ENSG00000138744,NAAA
ENSG00000198301,SDAD1
ENSG00000138750,NUP54
ENSG00000138760,SCARB2
ENSG00000138758,SEPTIN11
ENSG00000118816,CCNI
ENSG00000138764,CCNG2
ENSG00000138767,CNOT6L
ENSG00000169288,MRPL1
ENSG00000138756,BMP2K
ENSG00000163291,PAQR3
ENSG00000249307,LINC01088
ENSG00000163297,ANTXR2
ENSG00000152784,PRDM8
ENSG00000197826,CFAP299
ENSG00000138669,PRKG2
ENSG00000138670,RASGEF1B
ENSG00000273156,AC124016.2
ENSG00000138668,HNRNPD
ENSG00000272677,AC124016.1
ENSG00000152795,HNRNPDL
ENSG00000145293,ENOPH1
ENSG00000249242,TMEM150C
ENSG00000145284,SCD5
ENSG00000138674,SEC31A
ENSG00000251022,THAP9-AS1
ENSG00000168152,THAP9
ENSG00000189308,LIN54
ENSG00000138663,COPS4
ENSG00000286035,AC073840.1
ENSG00000145287,PLAC8
ENSG00000250057,AC114781.2
ENSG00000173085,COQ2
ENSG00000173083,HPSE
ENSG00000163312,HELQ
ENSG00000163319,MRPS18C
ENSG00000163322,ABRAXAS1
ENSG00000138678,GPAT3
ENSG00000163624,CDS1
ENSG00000163625,WDFY3
ENSG00000138639,ARHGAP24
ENSG00000109339,MAPK10
ENSG00000163629,PTPN13
ENSG00000284968,AC093827.4
ENSG00000172493,AFF1
ENSG00000145332,KLHL8
ENSG00000170509,HSD17B13
ENSG00000198189,HSD17B11
ENSG00000170502,NUDT9
ENSG00000118762,PKD2
ENSG00000118777,ABCG2
ENSG00000163644,PPM1K
ENSG00000246375,PPM1K-DT
ENSG00000138642,HERC6
ENSG00000138646,HERC5
ENSG00000145337,PYURF
ENSG00000138641,HERC3
ENSG00000177432,NAP1L5
ENSG00000248019,FAM13A-AS1
ENSG00000138640,FAM13A
ENSG00000180346,TIGD2
ENSG00000185477,GPRIN3
ENSG00000145335,SNCA
ENSG00000138722,MMRN1
ENSG00000184305,CCSER1
ENSG00000163104,SMARCAD1
ENSG00000163110,PDLIM5
ENSG00000163116,STPG2
ENSG00000138698,RAP1GDS1
ENSG00000168785,TSPAN5
ENSG00000151247,EIF4E
ENSG00000164024,METAP1
ENSG00000197894,ADH5
ENSG00000246090,AP002026.1
ENSG00000145331,TRMT10A
ENSG00000070190,DAPP1
ENSG00000109270,LAMTOR3
ENSG00000164031,DNAJB14
ENSG00000164032,H2AFZ
ENSG00000245322,AC097460.1
ENSG00000164035,EMCN
ENSG00000138814,PPP3CA
ENSG00000153064,BANK1
ENSG00000251309,AP002075.1
ENSG00000138821,SLC39A8
ENSG00000109320,NFKB1
ENSG00000109323,MANBA
ENSG00000109332,UBE2D3
ENSG00000286242,AC018797.3
ENSG00000246560,UBE2D3-AS1
ENSG00000145354,CISD2
ENSG00000164037,SLC9B1
ENSG00000164038,SLC9B2
ENSG00000164039,BDH2
ENSG00000138778,CENPE
ENSG00000248373,AC096577.1
ENSG00000168769,TET2
ENSG00000138777,PPA2
ENSG00000138785,INTS12
ENSG00000138780,GSTCD
ENSG00000145348,TBCK
ENSG00000164022,AIMP1
ENSG00000286147,AC092445.1
ENSG00000138801,PAPSS1
ENSG00000164023,SGMS2
ENSG00000245293,AC096564.1
ENSG00000155016,CYP2U1
ENSG00000138796,HADH
ENSG00000138795,LEF1
ENSG00000232021,LEF1-AS1
ENSG00000234492,RPL34-AS1
ENSG00000109475,RPL34
ENSG00000198856,OSTC
ENSG00000286136,AC107071.1
ENSG00000247950,SEC24B-AS1
ENSG00000138802,SEC24B
ENSG00000005059,MCUB
ENSG00000138794,CASP6
ENSG00000123739,PLA2G12A
ENSG00000109534,GAR1
ENSG00000170522,ELOVL6
ENSG00000174749,FAM241A
ENSG00000138660,AP1AR
ENSG00000145365,TIFA
ENSG00000073331,ALPK1
ENSG00000138658,ZGRF1
ENSG00000174720,LARP7
ENSG00000145349,CAMK2D
ENSG00000174607,UGT8
ENSG00000269893,SNHG8
ENSG00000145388,METTL14
ENSG00000150961,SEC24D
ENSG00000172403,SYNPO2
ENSG00000145390,USP53
ENSG00000164096,C4orf3
ENSG00000138735,PDE5A
ENSG00000164109,MAD2L1
ENSG00000250938,AC073475.1
ENSG00000138738,PRDM5
ENSG00000050730,TNIP3
ENSG00000164111,ANXA5
ENSG00000123737,EXOSC9
ENSG00000145386,CCNA2
ENSG00000138686,BBS7
ENSG00000138688,KIAA1109
ENSG00000170917,NUDT6
ENSG00000145375,SPATA5
ENSG00000164056,SPRY1
ENSG00000151458,ANKRD50
ENSG00000196159,FAT4
ENSG00000164066,INTU
ENSG00000164070,HSPA4L
ENSG00000142731,PLK4
ENSG00000164073,MFSD8
ENSG00000164074,ABHD18
ENSG00000138709,LARP1B
ENSG00000164040,PGRMC2
ENSG00000251432,LINC02615
ENSG00000077684,JADE1
ENSG00000151466,SCLT1
ENSG00000151470,C4orf33
ENSG00000251598,AC093916.1
ENSG00000151012,SLC7A11
ENSG00000250195,AC109927.1
ENSG00000151014,NOCT
ENSG00000109381,ELF2
ENSG00000109390,NDUFC1
ENSG00000164134,NAA15
ENSG00000273247,AC097376.3
ENSG00000172007,RAB33B
ENSG00000145391,SETD7
ENSG00000085871,MGST2
ENSG00000196782,MAML3
ENSG00000153130,SCOC
ENSG00000196951,SCOC-AS1
ENSG00000153132,CLGN
ENSG00000179387,ELMOD2
ENSG00000109436,TBC1D9
ENSG00000170153,RNF150
ENSG00000109445,ZNF330
ENSG00000248810,LINC02432
ENSG00000164136,IL15
ENSG00000109452,INPP4B
ENSG00000249806,AC139720.1
ENSG00000250326,AC104596.1
ENSG00000170185,USP38
ENSG00000109458,GAB1
ENSG00000153147,SMARCA5
ENSG00000251600,AC107223.1
ENSG00000197465,GYPE
ENSG00000250361,GYPB
ENSG00000170180,GYPA
ENSG00000285783,AC098588.3
ENSG00000164162,ANAPC10
ENSG00000164163,ABCE1
ENSG00000164164,OTUD4
ENSG00000170365,SMAD1
ENSG00000151611,MMAA
ENSG00000151612,ZNF827
ENSG00000164167,LSM6
ENSG00000120519,SLC10A7
ENSG00000164168,TMEM184C
ENSG00000164169,PRMT9
ENSG00000071205,ARHGAP10
ENSG00000151623,NR3C2
ENSG00000287292,AC002460.2
ENSG00000170390,DCLK2
ENSG00000198589,LRBA
ENSG00000145425,RPS3A
ENSG00000109686,SH3D19
ENSG00000164142,FAM160A1
ENSG00000059691,GATB
ENSG00000109670,FBXW7
ENSG00000287555,AC023424.3
ENSG00000170006,TMEM154
ENSG00000164144,ARFIP1
ENSG00000137460,FHDC1
ENSG00000109654,TRIM2
ENSG00000121211,MND1
ENSG00000121210,TMEM131L
ENSG00000287216,AC106865.2
ENSG00000137462,TLR2
ENSG00000145428,RNF175
ENSG00000171566,PLRG1
ENSG00000164114,MAP9
ENSG00000164116,GUCY1A1
ENSG00000061918,GUCY1B1
ENSG00000256043,CTSO
ENSG00000145431,PDGFC
ENSG00000164125,GASK1B
ENSG00000248429,FAM198B-AS1
ENSG00000164124,TMEM144
ENSG00000205208,C4orf46
ENSG00000171503,ETFDH
ENSG00000171497,PPID
ENSG00000052795,FNIP2
ENSG00000164123,C4orf45
ENSG00000109756,RAPGEF2
ENSG00000145414,NAF1
ENSG00000198498,TMA16
ENSG00000145416,MARCH1
ENSG00000170088,TMEM192
ENSG00000109466,KLHL2
ENSG00000052802,MSMO1
